date,year,month,meter_id,measurement_type,meter_type,suburb,usage_type,total_value,avg_value,max_value,min_value,reading_count,processed_time,issue_type,severity
2022-07-13,2022,7,587223,Pulse1_Total,captis_pulse,kuluin,residential,5410012.0,235217.91304347827,235326.0,235106.0,23,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,621763,Pulse1_Total,captis_pulse,maroochydore,residential,2422774.0,121138.7,121229.0,121080.0,20,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,621763,Pulse1_Total,captis_pulse,maroochydore,residential,2910539.0,121272.45833333333,121433.0,121229.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,61274116,Pulse1_Total,captis_pulse,buderim,residential,461424.0,28839.0,28870.0,28832.0,16,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,61274116,Pulse1_Total,captis_pulse,buderim,residential,722583.0,28903.32,28923.0,28870.0,25,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,81426,Pulse1_Total,captis_pulse,buderim,residential,1.0406835E7,612166.7647058824,612348.0,612065.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,81426,Pulse1_Total,captis_pulse,buderim,residential,1.4085809E7,612426.4782608695,612472.0,612358.0,23,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,62365595,Pulse1_Total,captis_pulse,buderim,residential,860613.0,50624.294117647056,50773.0,50584.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,62365595,Pulse1_Total,captis_pulse,buderim,residential,1321155.0,50813.653846153844,50864.0,50773.0,26,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,67715036,Pulse1_Total,captis_pulse,buderim,residential,984734.0,70338.14285714286,70428.0,70295.0,14,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,67715036,Pulse1_Total,captis_pulse,buderim,residential,1693347.0,70556.125,70722.0,70428.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,45122201,Pulse1_Total,captis_pulse,mountain creek,residential,2263681.0,133157.70588235295,133241.0,133132.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,45122201,Pulse1_Total,captis_pulse,mountain creek,residential,3199522.0,133313.41666666666,133472.0,133241.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,61202132,Pulse1_Total,captis_pulse,buderim,residential,1154308.0,60753.05263157895,60782.0,60746.0,19,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,61202132,Pulse1_Total,captis_pulse,buderim,residential,1582393.0,60861.269230769234,60944.0,60783.0,26,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,62366180,Pulse1_Total,captis_pulse,buderim,residential,2022415.0,91927.95454545454,92130.0,91876.0,22,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,62366180,Pulse1_Total,captis_pulse,buderim,residential,2306722.0,92268.88,92362.0,92144.0,25,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,11344,Pulse1_Total,captis_pulse,buderim,residential,2681318.0,157724.58823529413,157772.0,157699.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,11344,Pulse1_Total,captis_pulse,buderim,residential,3791675.0,157986.45833333334,158068.0,157848.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,68897,Pulse1_Total,captis_pulse,buderim,residential,3597526.0,224845.375,224942.0,224833.0,16,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,68897,Pulse1_Total,captis_pulse,buderim,residential,5399755.0,224989.79166666666,225046.0,224947.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,117719,Pulse1_Total,captis_pulse,buderim,residential,2352087.0,147005.4375,147016.0,147003.0,16,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,117719,Pulse1_Total,captis_pulse,buderim,residential,3382454.0,147063.21739130435,147162.0,147016.0,23,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,458,Pulse1_Total,captis_pulse,maroochydore,residential,2520955.0,148291.4705882353,148304.0,148289.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,458,Pulse1_Total,captis_pulse,maroochydore,residential,3858832.0,148416.61538461538,148443.0,148319.0,26,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,64960,Pulse1_Total,captis_pulse,buderim,residential,1498733.0,88160.76470588235,88163.0,88159.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,64960,Pulse1_Total,captis_pulse,buderim,residential,2116012.0,88167.16666666667,88170.0,88164.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,281670,Pulse1_Total,captis_pulse,kuluin,residential,3205059.0,160252.95,160345.0,160188.0,20,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,281670,Pulse1_Total,captis_pulse,kuluin,residential,3851058.0,160460.75,160562.0,160369.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,72833,Pulse1_Total,captis_pulse,kuluin,residential,3141966.0,184821.5294117647,184923.0,184777.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,72833,Pulse1_Total,captis_pulse,kuluin,residential,4814616.0,185177.53846153847,185395.0,184975.0,26,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,60194007,Pulse1_Total,captis_pulse,buderim,residential,18340.0,9170.0,9170.0,9170.0,2,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,65438204,Pulse1_Total,captis_pulse,maroochydore,non-residential,1272195.0,74835.0,74835.0,74835.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,65438204,Pulse1_Total,captis_pulse,maroochydore,non-residential,1721205.0,74835.0,74835.0,74835.0,23,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,9080,Pulse1_Total,captis_pulse,buderim,residential,2650064.0,165629.0,165634.0,165625.0,16,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,9080,Pulse1_Total,captis_pulse,buderim,residential,4309845.0,165763.26923076922,165960.0,165634.0,26,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,270417,Pulse1_Total,captis_pulse,buderim,residential,2533140.0,158321.25,158347.0,158207.0,16,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,270417,Pulse1_Total,captis_pulse,buderim,residential,3642546.0,158371.5652173913,158420.0,158347.0,23,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,46380792,Battery,captis_pulse,maroochydore,residential,1.885,1.885,1.885,1.885,1,2025-12-23T13:39:34.573Z,LOW_BATTERY,CRITICAL
2022-07-12,2022,7,61144944,Pulse1_Total,captis_pulse,buderim,residential,969524.0,60595.25,60687.0,60580.0,16,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,61144944,Pulse1_Total,captis_pulse,buderim,residential,1459887.0,60828.625,60978.0,60725.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,73866,Pulse1_Total,captis_pulse,buderim,residential,1493960.0,186745.0,186745.0,186745.0,8,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,9202,Pulse1_Total,captis_pulse,buderim,residential,7531431.0,443025.35294117645,443172.0,442987.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,9202,Pulse1_Total,captis_pulse,buderim,residential,1.0641952E7,443414.6666666667,443547.0,443179.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,9394261,Pulse1_Total,captis_pulse,buderim,residential,4189921.0,209496.05,209635.0,209455.0,20,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,9394261,Pulse1_Total,captis_pulse,buderim,residential,5033394.0,209724.75,209863.0,209635.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,81966172,Pulse1_Total,captis_pulse,maroochydore,residential,1.1028688E7,689293.0,689293.0,689293.0,16,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,296099,Pulse1_Total,captis_pulse,kuluin,residential,2367553.0,112740.61904761905,112762.0,112732.0,21,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,296099,Pulse1_Total,captis_pulse,kuluin,residential,2707836.0,112826.5,112874.0,112773.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,61190052,Pulse1_Total,captis_pulse,buderim,residential,294896.0,42128.0,42128.0,42128.0,7,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,15527,Pulse1_Total,captis_pulse,buderim,residential,2035921.0,119760.05882352941,119771.0,119750.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,15527,Pulse1_Total,captis_pulse,buderim,residential,2997463.0,119898.52,119955.0,119773.0,25,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,595395,Pulse1_Total,captis_pulse,kuluin,residential,3797853.0,223403.11764705883,223467.0,223387.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,595395,Pulse1_Total,captis_pulse,kuluin,residential,5141712.0,223552.69565217392,223613.0,223473.0,23,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,62419764,Pulse1_Total,captis_pulse,buderim,residential,543150.0,31950.0,31950.0,31950.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,62419764,Pulse1_Total,captis_pulse,buderim,residential,766810.0,31950.416666666668,31951.0,31950.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,2691,Pulse1_Total,captis_pulse,buderim,residential,8074668.0,474980.4705882353,475218.0,474945.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,2691,Battery,captis_pulse,buderim,residential,1.912,1.912,1.912,1.912,1,2025-12-23T13:39:34.573Z,LOW_BATTERY,CRITICAL
2022-07-13,2022,7,2691,Pulse1_Total,captis_pulse,buderim,residential,1.093366E7,475376.52173913043,475563.0,475285.0,23,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,273456,Pulse1_Total,captis_pulse,buderim,residential,4070526.0,271368.4,271451.0,271339.0,15,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,273456,Pulse1_Total,captis_pulse,buderim,residential,6515733.0,271488.875,271552.0,271452.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,45121196,Pulse1_Total,captis_pulse,mountain creek,residential,3283040.0,193120.0,193136.0,193098.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,45121196,Battery,captis_pulse,mountain creek,residential,1.713,1.713,1.713,1.713,1,2025-12-23T13:39:34.573Z,LOW_BATTERY,CRITICAL
2022-07-13,2022,7,45121196,Pulse1_Total,captis_pulse,mountain creek,residential,4831615.0,193264.6,193324.0,193138.0,25,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,62365839,Pulse1_Total,captis_pulse,buderim,residential,620552.0,38784.5,38853.0,38769.0,16,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,62365839,Pulse1_Total,captis_pulse,buderim,residential,1013369.0,38975.730769230766,38984.0,38902.0,26,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,68985066,Pulse1_Total,captis_pulse,buderim,residential,708064.0,50576.0,50576.0,50576.0,14,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,68985066,Pulse1_Total,captis_pulse,buderim,residential,657488.0,50576.0,50576.0,50576.0,13,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,588695,Pulse1_Total,captis_pulse,buderim,residential,2083442.0,122555.41176470589,122570.0,122549.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,588695,Pulse1_Total,captis_pulse,buderim,residential,2819554.0,122589.30434782608,122620.0,122571.0,23,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,60449965,Pulse1_Total,captis_pulse,buderim,residential,817607.0,58400.5,58461.0,58365.0,14,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,60449965,Pulse1_Total,captis_pulse,buderim,residential,1409455.0,58727.291666666664,58791.0,58466.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,60563688,Pulse1_Total,captis_pulse,buderim,residential,1084105.0,72273.66666666667,72329.0,72264.0,15,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,60563688,Pulse1_Total,captis_pulse,buderim,residential,1739499.0,72479.125,72665.0,72395.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,62362043,Pulse1_Total,captis_pulse,buderim,residential,1664991.0,83249.55,83395.0,83215.0,20,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,62362043,Pulse1_Total,captis_pulse,buderim,residential,2339990.0,83571.07142857143,83722.0,83399.0,28,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,2277,Pulse1_Total,captis_pulse,maroochydore,residential,3809018.0,224059.88235294117,224097.0,224042.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,2277,Pulse1_Total,captis_pulse,maroochydore,residential,5828318.0,224166.07692307694,224243.0,224097.0,26,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,275819,Pulse1_Total,captis_pulse,buderim,residential,2658393.0,166149.5625,166188.0,166139.0,16,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,275819,Pulse1_Total,captis_pulse,buderim,residential,3991420.0,166309.16666666666,166356.0,166222.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,288542,Pulse1_Total,captis_pulse,kuluin,residential,5975839.0,351519.9411764706,351539.0,351509.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,288542,Pulse1_Total,captis_pulse,kuluin,residential,8088484.0,351673.2173913043,351885.0,351539.0,23,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,37093650,Pulse1_Total,captis_pulse,mountain creek,non-residential,1808629.0,113039.3125,113102.0,113025.0,16,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,37093650,Pulse1_Total,captis_pulse,mountain creek,non-residential,2836723.0,113468.92,113603.0,113128.0,25,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,61280482,Pulse1_Total,captis_pulse,buderim,residential,2162636.0,120146.44444444444,120265.0,120100.0,18,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,61280482,Pulse1_Total,captis_pulse,buderim,residential,2768552.0,120371.82608695653,120591.0,120304.0,23,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,81963606,Pulse1_Total,captis_pulse,kuluin,residential,3730819.0,233176.1875,233199.0,233164.0,16,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,81963606,Pulse1_Total,captis_pulse,kuluin,residential,233200.0,233200.0,233200.0,233200.0,1,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,314767,Pulse1_Total,captis_pulse,buderim,residential,6925309.0,407371.1176470588,407556.0,407284.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,314767,Pulse1_Total,captis_pulse,buderim,residential,9784781.0,407699.2083333333,408006.0,407559.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,421,Pulse1_Total,captis_pulse,maroochydore,residential,1700796.0,106299.75,106318.0,106293.0,16,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,421,Battery,captis_pulse,maroochydore,residential,2.017,2.017,2.017,2.017,1,2025-12-23T13:39:34.573Z,LOW_BATTERY,CRITICAL
2022-07-13,2022,7,421,Pulse1_Total,captis_pulse,maroochydore,residential,2552836.0,106368.16666666667,106393.0,106333.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,63067285,Pulse1_Total,captis_pulse,buderim,residential,7177892.0,422228.9411764706,422237.0,422221.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,63067285,Pulse1_Total,captis_pulse,buderim,residential,1.0133987E7,422249.4583333333,422260.0,422239.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,76298,Pulse1_Total,captis_pulse,buderim,residential,6344701.0,373217.70588235295,373305.0,373168.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,76298,Pulse1_Total,captis_pulse,buderim,residential,9708347.0,373397.96153846156,373487.0,373310.0,26,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,333896,Pulse1_Total,captis_pulse,buderim,residential,7578380.0,421021.1111111111,421194.0,421001.0,18,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,333896,Pulse1_Total,captis_pulse,buderim,residential,1.0115874E7,421494.75,421774.0,421271.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,334680,Pulse1_Total,captis_pulse,buderim,residential,2422524.0,151407.75,151529.0,151363.0,16,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,334680,Pulse1_Total,captis_pulse,buderim,residential,3640657.0,151694.04166666666,151859.0,151529.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,60375596,Pulse1_Total,captis_pulse,buderim,residential,119630.0,17090.0,17090.0,17090.0,7,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,60380115,Pulse1_Total,captis_pulse,buderim,residential,1404185.0,87761.5625,87869.0,87705.0,16,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,60380115,Pulse1_Total,captis_pulse,buderim,residential,2108888.0,87870.33333333333,87871.0,87869.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,71891,Pulse1_Total,captis_pulse,buderim,residential,3359402.0,197611.88235294117,197741.0,197556.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,71891,Battery,captis_pulse,buderim,residential,1.52,1.52,1.52,1.52,1,2025-12-23T13:39:34.573Z,LOW_BATTERY,CRITICAL
2022-07-13,2022,7,71891,Pulse1_Total,captis_pulse,buderim,residential,4945650.0,197826.0,197930.0,197751.0,25,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,13283,Pulse1_Total,captis_pulse,buderim,residential,3990088.0,285006.28571428574,285138.0,284911.0,14,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,13283,Pulse1_Total,captis_pulse,buderim,residential,6843819.0,285159.125,285178.0,285142.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,46056338,Pulse1_Total,captis_pulse,griffin,non-residential,1.5882946E7,882385.8888888889,884407.0,880877.0,18,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,46056338,Pulse1_Total,captis_pulse,griffin,non-residential,2.1288768E7,887032.0,889237.0,884597.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,46056720,Pulse1_Total,captis_pulse,maroochydore,non-residential,1.4352852E7,897053.25,897202.0,896972.0,16,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,46056720,Pulse1_Total,captis_pulse,maroochydore,non-residential,2.0642946E7,897519.3913043478,897702.0,897222.0,23,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,62362145,Pulse1_Total,captis_pulse,buderim,residential,754276.0,47142.25,47264.0,47111.0,16,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,62362145,Pulse1_Total,captis_pulse,buderim,residential,1137604.0,47400.166666666664,47469.0,47332.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,62366197,Pulse1_Total,captis_pulse,buderim,residential,377366.0,20964.777777777777,21067.0,20952.0,18,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,62366197,Pulse1_Total,captis_pulse,buderim,residential,528281.0,21131.24,21162.0,21071.0,25,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,299418,Pulse1_Total,captis_pulse,buderim,residential,1825501.0,114093.8125,114119.0,114080.0,16,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,299418,Pulse1_Total,captis_pulse,buderim,residential,2739975.0,114165.625,114253.0,114119.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,66208682,Pulse1_Total,captis_pulse,buderim,residential,403117.0,23712.764705882353,23725.0,23706.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,66208682,Pulse1_Total,captis_pulse,buderim,residential,570580.0,23774.166666666668,23808.0,23726.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,1276270,Pulse1_Total,captis_pulse,maroochydore,residential,1446966.0,160774.0,160774.0,160774.0,9,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,307054,Pulse1_Total,captis_pulse,maroochydore,residential,4747880.0,339134.28571428574,339270.0,339079.0,14,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,307054,Pulse1_Total,captis_pulse,maroochydore,residential,7805487.0,339369.0,339522.0,339274.0,23,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,60223976,Pulse1_Total,captis_pulse,buderim,residential,1595316.0,106354.4,106423.0,106344.0,15,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,60223976,Pulse1_Total,captis_pulse,buderim,residential,2663226.0,106529.04,106556.0,106475.0,25,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,733,Pulse1_Total,captis_pulse,maroochydore,residential,9231649.0,485876.2631578947,485994.0,485824.0,19,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,733,Pulse1_Total,captis_pulse,maroochydore,residential,1.1667392E7,486141.3333333333,486368.0,485995.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,9031818,Pulse1_Total,captis_pulse,maroochydore,residential,1766861.0,103933.0,103933.0,103933.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,9031818,Pulse1_Total,captis_pulse,maroochydore,residential,2598328.0,103933.12,103934.0,103933.0,25,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,577012,Pulse1_Total,captis_pulse,buderim,residential,6287434.0,419162.26666666666,419222.0,419149.0,15,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,577012,Pulse1_Total,captis_pulse,buderim,residential,9645884.0,419386.26086956525,419484.0,419291.0,23,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,61144928,Pulse1_Total,captis_pulse,buderim,residential,1764546.0,98030.33333333333,98285.0,97976.0,18,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,61144928,Pulse1_Total,captis_pulse,buderim,residential,2759186.0,98542.35714285714,98857.0,98285.0,28,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,684,Pulse1_Total,captis_pulse,maroochydore,residential,3919204.0,230541.41176470587,230593.0,230524.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-13,2022,7,684,Pulse1_Total,captis_pulse,maroochydore,residential,5534883.0,230620.125,230646.0,230598.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,77285,Pulse1_Total,captis_pulse,buderim,residential,5549844.0,326461.4117647059,326610.0,326411.0,17,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,77285,Battery,captis_pulse,buderim,residential,2.846,2.846,2.846,2.846,1,2025-12-23T13:39:34.573Z,LOW_BATTERY,CRITICAL
2022-07-13,2022,7,77285,Pulse1_Total,captis_pulse,buderim,residential,7839653.0,326652.2083333333,326740.0,326610.0,24,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
2022-07-12,2022,7,22604171,Pulse1_Total,captis_pulse,albany creek,non-residential,1.13891E7,759273.3333333334,759445.0,759215.0,15,2025-12-23T13:39:34.573Z,HIGH_CONSUMPTION,WARNING
