managedObjects_id,Meter Type,Suburb,Postcode,Usage Type
9395586,captis_pulse,BUDERIM,4556,Residential
122181,captis_pulse,#N/A,#N/A,#N/A
22723313,c8y_lwm2m,BUDERIM,4556,Residential
22723544,c8y_lwm2m,BUDERIM,4556,Residential
604648,captis_pulse,BUDERIM,4556,Residential
711585,captis_pulse,BUDERIM,4556,Residential
96372,captis_pulse,BUDERIM,4556,Residential
22723324,c8y_lwm2m,BUDERIM,4556,Residential
22723296,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22723254,c8y_lwm2m,MAROOCHYDORE,4558,Residential
71786728,c8y_lwm2m,BUDERIM,4556,Residential
71786666,c8y_lwm2m,BUDERIM,4556,Residential
65085588,captis_pulse,MAROOCHYDORE,4558,Residential
65102808,captis_pulse,BUDERIM,4556,Residential
65104206,captis_pulse,BUDERIM,4556,Residential
71786591,c8y_lwm2m,BUDERIM,4556,Residential
71786692,c8y_lwm2m,BUDERIM,4556,Residential
71786787,c8y_lwm2m,BUDERIM,4556,Residential
21672805,captis_pulse,BUDERIM,4556,Non-Residential
21672424,captis_pulse,BUDERIM,4556,Non-Residential
21672871,captis_pulse,BUDERIM,4556,Non-Residential
81985208,captis_pulse,MAROOCHYDORE,4558,Residential
46053162,captis_pulse,MAROOCHYDORE,4558,Residential
22722911,c8y_lwm2m,KULUIN,4558,Residential
260962,captis_pulse,KULUIN,4558,Residential
288542,captis_pulse,KULUIN,4558,Residential
22722641,c8y_lwm2m,KULUIN,4558,Residential
281670,captis_pulse,KULUIN,4558,Residential
22722975,c8y_lwm2m,KULUIN,4558,Residential
22722619,c8y_lwm2m,KULUIN,4558,Residential
71786624,c8y_lwm2m,BUDERIM,4556,Residential
71786753,c8y_lwm2m,BUDERIM,4556,Residential
29531123,c8y_lwm2m,BUDERIM,4556,Residential
71786681,c8y_lwm2m,BUDERIM,4556,Residential
71786682,c8y_lwm2m,BUDERIM,4556,Residential
71786515,c8y_lwm2m,BUDERIM,4556,Residential
71786693,c8y_lwm2m,BUDERIM,4556,Residential
71786683,c8y_lwm2m,BUDERIM,4556,Residential
22723466,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22723853,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22723858,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22723284,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22723566,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22722645,c8y_lwm2m,KULUIN,4558,Residential
22722644,c8y_lwm2m,KULUIN,4558,Residential
22722648,c8y_lwm2m,KULUIN,4558,Residential
22723413,c8y_lwm2m,KULUIN,4558,Residential
22722646,c8y_lwm2m,KULUIN,4558,Residential
22723417,c8y_lwm2m,KULUIN,4558,Residential
22723234,c8y_lwm2m,KULUIN,4558,Residential
22723303,c8y_lwm2m,KULUIN,4558,Residential
22723871,c8y_lwm2m,BUDERIM,4556,Residential
71786596,c8y_lwm2m,BUDERIM,4556,Residential
281900,captis_pulse,BUDERIM,4556,Residential
9394261,captis_pulse,BUDERIM,4556,Residential
273556,captis_pulse,#N/A,#N/A,#N/A
598512,captis_pulse,BUDERIM,4556,Residential
272718,captis_pulse,BUDERIM,4556,Residential
273456,captis_pulse,BUDERIM,4556,Residential
67164,captis_pulse,BUDERIM,4556,Residential
71891,captis_pulse,BUDERIM,4556,Residential
64924,captis_pulse,BUDERIM,4556,Residential
73328,captis_pulse,BUDERIM,4556,Residential
22673032,c8y_lwm2m,BUDERIM,4556,Residential
22673038,c8y_lwm2m,BUDERIM,4556,Residential
22673025,c8y_lwm2m,BUDERIM,4556,Residential
22673040,c8y_lwm2m,BUDERIM,4556,Residential
22673043,c8y_lwm2m,BUDERIM,4556,Residential
22673026,c8y_lwm2m,BUDERIM,4556,Residential
22673028,c8y_lwm2m,BUDERIM,4556,Residential
22723029,c8y_lwm2m,MAROOCHYDORE,4558,Residential
65438039,captis_pulse,MAROOCHYDORE,4558,Residential
22723880,c8y_lwm2m,BUDERIM,4556,Residential
22723902,c8y_lwm2m,BUDERIM,4556,Residential
71786691,c8y_lwm2m,BUDERIM,4556,Residential
71786685,c8y_lwm2m,BUDERIM,4556,Residential
65099811,captis_pulse,MAROOCHYDORE,4558,Residential
22723541,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22723538,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22724123,c8y_lwm2m,BUDERIM,4556,Residential
22723278,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22723289,c8y_lwm2m,MAROOCHYDORE,4558,Residential
64631184,captis_pulse,MAROOCHYDORE,4558,Residential
21970062,captis_pulse,MOUNTAIN CREEK,4557,Non-Residential
21967995,captis_pulse,MOUNTAIN CREEK,4557,Non-Residential
21968336,captis_pulse,MOUNTAIN CREEK,4557,Non-Residential
22723464,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22723539,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22723281,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22723567,c8y_lwm2m,MAROOCHYDORE,4558,Residential
60261257,captis_pulse,BUDERIM,4556,Residential
71778970,c8y_lwm2m,BUDERIM,4556,Residential
71786520,c8y_lwm2m,BUDERIM,4556,Residential
71786519,c8y_lwm2m,BUDERIM,4556,Residential
71786555,c8y_lwm2m,BUDERIM,4556,Residential
71786762,c8y_lwm2m,BUDERIM,4556,Residential
71786657,c8y_lwm2m,BUDERIM,4556,Residential
71786640,c8y_lwm2m,BUDERIM,4556,Residential
71786769,c8y_lwm2m,BUDERIM,4556,Residential
71786768,c8y_lwm2m,BUDERIM,4556,Residential
71786582,c8y_lwm2m,BUDERIM,4556,Residential
71786670,c8y_lwm2m,BUDERIM,4556,Residential
71786570,c8y_lwm2m,BUDERIM,4556,Residential
22723420,c8y_lwm2m,KULUIN,4558,Residential
22722961,c8y_lwm2m,KULUIN,4558,Residential
64275381,captis_pulse,BUDERIM,4556,Residential
22724238,c8y_lwm2m,BUDERIM,4556,Residential
22724019,c8y_lwm2m,BUDERIM,4556,Residential
22724227,c8y_lwm2m,BUDERIM,4556,Residential
22673035,c8y_lwm2m,BUDERIM,4556,Residential
22673044,c8y_lwm2m,BUDERIM,4556,Residential
22673039,c8y_lwm2m,BUDERIM,4556,Residential
22723285,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22723286,c8y_lwm2m,MAROOCHYDORE,4558,Residential
46054987,captis_pulse,BUDERIM,4556,Residential
46059343,captis_pulse,MAROOCHYDORE,4558,Residential
81964532,captis_pulse,MAROOCHYDORE,4558,Non-Residential
22723231,c8y_lwm2m,KULUIN,4558,Residential
22723232,c8y_lwm2m,KULUIN,4558,Residential
22723091,c8y_lwm2m,BUDERIM,4556,Residential
22723661,c8y_lwm2m,BUDERIM,4556,Residential
71786735,c8y_lwm2m,BUDERIM,4556,Residential
71786656,c8y_lwm2m,BUDERIM,4556,Residential
22723288,c8y_lwm2m,MAROOCHYDORE,4558,Residential
48281097,captis_pulse,MAROOCHYDORE,4558,Non-Residential
22723561,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22723536,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22724008,c8y_lwm2m,BUDERIM,4556,Residential
64628137,captis_pulse,MAROOCHYDORE,4558,Non-Residential
22723525,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22723526,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22723233,c8y_lwm2m,KULUIN,4558,Residential
22722640,c8y_lwm2m,KULUIN,4558,Residential
65438060,captis_pulse,BUDERIM,4556,Residential
22723524,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22723568,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22723991,c8y_lwm2m,BUDERIM,4556,Residential
22723990,c8y_lwm2m,BUDERIM,4556,Residential
22722668,c8y_lwm2m,KULUIN,4558,Residential
71786604,c8y_lwm2m,BUDERIM,4556,Residential
71786517,c8y_lwm2m,BUDERIM,4556,Residential
71786662,c8y_lwm2m,BUDERIM,4556,Residential
71786667,c8y_lwm2m,BUDERIM,4556,Residential
71786516,c8y_lwm2m,BUDERIM,4556,Residential
71786524,c8y_lwm2m,BUDERIM,4556,Residential
29531130,c8y_lwm2m,BLI BLI,4560,Residential
46056720,captis_pulse,MAROOCHYDORE,4558,Non-Residential
81969310,captis_pulse,MAROOCHYDORE,4558,Non-Residential
22722621,c8y_lwm2m,KULUIN,4558,Residential
22723037,c8y_lwm2m,KULUIN,4558,Residential
22724180,c8y_lwm2m,BUDERIM,4556,Residential
22723291,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22723994,c8y_lwm2m,MAROOCHYDORE,4558,Residential
29531147,c8y_lwm2m,BLI BLI,4560,Residential
29531160,c8y_lwm2m,BLI BLI,4560,Residential
81968205,captis_pulse,MAROOCHYDORE,4558,Residential
29531166,c8y_lwm2m,HIGHWORTH,4560,Residential
71786590,c8y_lwm2m,BUDERIM,4556,Residential
71786689,c8y_lwm2m,BUDERIM,4556,Residential
22724169,c8y_lwm2m,BUDERIM,4556,Residential
22724273,c8y_lwm2m,BUDERIM,4556,Residential
22724172,c8y_lwm2m,BUDERIM,4556,Residential
22724138,c8y_lwm2m,BUDERIM,4556,Residential
71786513,c8y_lwm2m,BUDERIM,4556,Residential
77759528,c8y_lwm2m,BUDERIM,4556,Residential
71786796,c8y_lwm2m,BUDERIM,4556,Residential
71786793,c8y_lwm2m,BUDERIM,4556,Residential
71786556,c8y_lwm2m,BUDERIM,4556,Residential
71786595,c8y_lwm2m,BUDERIM,4556,Residential
22724209,c8y_lwm2m,BUDERIM,4556,Residential
71786512,c8y_lwm2m,BUDERIM,4556,Residential
71786510,c8y_lwm2m,BUDERIM,4556,Residential
71786511,c8y_lwm2m,BUDERIM,4556,Residential
71786514,c8y_lwm2m,BUDERIM,4556,Residential
71786503,c8y_lwm2m,BUDERIM,4556,Residential
22723676,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22723764,c8y_lwm2m,MAROOCHYDORE,4558,Residential
29531149,c8y_lwm2m,BLI BLI,4560,Residential
26934770,captis_pulse,MAROOCHYDORE,4558,Non-Residential
26935343,captis_pulse,MAROOCHYDORE,4558,Non-Residential
22723999,c8y_lwm2m,MAROOCHYDORE,4558,Non-Residential
81970969,captis_pulse,MAROOCHYDORE,4558,Non-Residential
81971053,captis_pulse,MAROOCHYDORE,4558,Non-Residential
22723878,c8y_lwm2m,BUDERIM,4556,Residential
22723004,c8y_lwm2m,BUDERIM,4556,Residential
22723005,c8y_lwm2m,BUDERIM,4556,Residential
22673042,c8y_lwm2m,BUDERIM,4556,Residential
65089609,captis_pulse,BUDERIM,4556,Residential
71778962,c8y_lwm2m,BUDERIM,4556,Residential
71778967,c8y_lwm2m,BUDERIM,4556,Residential
22724272,c8y_lwm2m,BUDERIM,4556,Residential
22724164,c8y_lwm2m,BUDERIM,4556,Residential
22724192,c8y_lwm2m,BUDERIM,4556,Residential
22724127,c8y_lwm2m,BUDERIM,4556,Residential
71786674,c8y_lwm2m,BUDERIM,4556,Residential
29531043,c8y_lwm2m,BUDERIM,4556,Residential
29531124,c8y_lwm2m,BUDERIM,4556,Residential
22673046,c8y_lwm2m,BUDERIM,4556,Residential
22116128,c8y_lwm2m,BUDERIM,4556,Residential
22673036,c8y_lwm2m,BUDERIM,4556,Residential
22724235,c8y_lwm2m,BUDERIM,4556,Residential
22724190,c8y_lwm2m,BUDERIM,4556,Residential
22724191,c8y_lwm2m,BUDERIM,4556,Residential
22724177,c8y_lwm2m,BUDERIM,4556,Residential
22046387,captis_pulse,KULUIN,4558,Non-Residential
22047528,captis_pulse,KULUIN,4558,Non-Residential
22048071,captis_pulse,KULUIN,4558,Non-Residential
22048504,captis_pulse,KULUIN,4558,Non-Residential
81970993,captis_pulse,MAROOCHYDORE,4558,Non-Residential
60218272,captis_pulse,BUDERIM,4556,Residential
71786775,c8y_lwm2m,BUDERIM,4556,Residential
71786776,c8y_lwm2m,BUDERIM,4556,Residential
71786774,c8y_lwm2m,BUDERIM,4556,Residential
71778988,c8y_lwm2m,BUDERIM,4556,Residential
71786777,c8y_lwm2m,BUDERIM,4556,Residential
22723113,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22723638,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22724146,c8y_lwm2m,BUDERIM,4556,Residential
22724155,c8y_lwm2m,BUDERIM,4556,Residential
22723906,c8y_lwm2m,BUDERIM,4556,Residential
22723911,c8y_lwm2m,BUDERIM,4556,Residential
22724105,c8y_lwm2m,BUDERIM,4556,Residential
29531026,c8y_lwm2m,BUDERIM,4556,Residential
22723034,c8y_lwm2m,KULUIN,4558,Residential
22722914,c8y_lwm2m,BUDERIM,4556,Residential
29531076,c8y_lwm2m,BUDERIM,4556,Residential
29531074,c8y_lwm2m,BUDERIM,4556,Residential
21267301,captis_pulse,ALBANY CREEK,4035,Non-Residential
22723778,c8y_lwm2m,BUDERIM,4556,Residential
22723965,c8y_lwm2m,BUDERIM,4556,Residential
22723963,c8y_lwm2m,BUDERIM,4556,Residential
46054952,captis_pulse,BUDERIM,4556,Residential
34600176,captis_pulse,MAROOCHYDORE,4558,Residential
48265720,captis_pulse,MAROOCHYDORE,4558,Residential
65089397,captis_pulse,BUDERIM,4556,Residential
63432272,captis_pulse,MAROOCHYDORE,4558,Residential
9027465,captis_pulse,MAROOCHYDORE,4558,Residential
9025556,captis_pulse,MAROOCHYDORE,4558,Residential
22723150,c8y_lwm2m,BUDERIM,4556,Residential
22723149,c8y_lwm2m,BUDERIM,4556,Residential
65063955,captis_pulse,MAROOCHYDORE,4558,Residential
81968651,captis_pulse,MAROOCHYDORE,4558,Residential
81984256,captis_pulse,MAROOCHYDORE,4558,Residential
22723306,c8y_lwm2m,BUDERIM,4556,Residential
22723302,c8y_lwm2m,BUDERIM,4556,Residential
22724160,c8y_lwm2m,BUDERIM,4556,Residential
22604171,captis_pulse,ALBANY CREEK,4035,Non-Residential
22604421,captis_pulse,ALBANY CREEK,4035,Non-Residential
81985117,captis_pulse,MAROOCHYDORE,4558,Non-Residential
21270301,captis_pulse,LAWNTON,4501,Non-Residential
21270260,captis_pulse,LAWNTON,4501,Non-Residential
22673030,c8y_lwm2m,BUDERIM,4556,Residential
22673041,c8y_lwm2m,BUDERIM,4556,Residential
22673034,c8y_lwm2m,BUDERIM,4556,Residential
22722976,c8y_lwm2m,KULUIN,4558,Residential
22722923,c8y_lwm2m,KULUIN,4558,Residential
81967154,captis_pulse,MAROOCHYDORE,4558,Residential
71786675,c8y_lwm2m,BUDERIM,4556,Residential
71786766,c8y_lwm2m,BUDERIM,4556,Residential
81968463,captis_pulse,MAROOCHYDORE,4558,Non-Residential
81967932,captis_pulse,MAROOCHYDORE,4558,Residential
46053377,captis_pulse,BUDERIM,4556,Non-Residential
29531121,c8y_lwm2m,BUDERIM,4556,Residential
29531120,c8y_lwm2m,BUDERIM,4556,Residential
29531029,c8y_lwm2m,BUDERIM,4556,Residential
29531105,c8y_lwm2m,BUDERIM,4556,Residential
29531118,c8y_lwm2m,BUDERIM,4556,Residential
22724280,c8y_lwm2m,BUDERIM,4556,Residential
22724112,c8y_lwm2m,BUDERIM,4556,Residential
22724048,c8y_lwm2m,BUDERIM,4556,Residential
22724044,c8y_lwm2m,BUDERIM,4556,Residential
22724043,c8y_lwm2m,BUDERIM,4556,Residential
29531057,c8y_lwm2m,BUDERIM,4556,Residential
29531090,c8y_lwm2m,BUDERIM,4556,Residential
29531053,c8y_lwm2m,BUDERIM,4556,Residential
29531031,c8y_lwm2m,BUDERIM,4556,Residential
29531088,c8y_lwm2m,BUDERIM,4556,Residential
29531098,c8y_lwm2m,BUDERIM,4556,Residential
46059107,captis_pulse,MAROOCHYDORE,4558,Residential
29531151,c8y_lwm2m,DIDDILLIBAH,4559,Non-Residential
65088476,captis_pulse,BUDERIM,4556,Residential
22723569,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22723465,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22724141,c8y_lwm2m,BUDERIM,4556,Non-Residential
71786508,c8y_lwm2m,BUDERIM,4556,Residential
71786506,c8y_lwm2m,BUDERIM,4556,Residential
81985209,captis_pulse,MAROOCHYDORE,4558,Residential
22723890,c8y_lwm2m,KULUIN,4558,Residential
274703,captis_pulse,KULUIN,4558,Residential
296099,captis_pulse,KULUIN,4558,Residential
272043,captis_pulse,KULUIN,4558,Residential
22723125,c8y_lwm2m,KULUIN,4558,Residential
2277,captis_pulse,MAROOCHYDORE,4558,Residential
71786763,c8y_lwm2m,BUDERIM,4556,Residential
71786621,c8y_lwm2m,BUDERIM,4556,Residential
71786619,c8y_lwm2m,BUDERIM,4556,Residential
71786623,c8y_lwm2m,BUDERIM,4556,Residential
71786500,c8y_lwm2m,BUDERIM,4556,Residential
71786622,c8y_lwm2m,BUDERIM,4556,Residential
71786550,c8y_lwm2m,BUDERIM,4556,Residential
71786571,c8y_lwm2m,BUDERIM,4556,Residential
71786620,c8y_lwm2m,BUDERIM,4556,Residential
71786676,c8y_lwm2m,BUDERIM,4556,Residential
71786521,c8y_lwm2m,BUDERIM,4556,Residential
71778969,c8y_lwm2m,BUDERIM,4556,Residential
71786742,c8y_lwm2m,BUDERIM,4556,Residential
71786741,c8y_lwm2m,BUDERIM,4556,Residential
71786743,c8y_lwm2m,BUDERIM,4556,Residential
71786740,c8y_lwm2m,BUDERIM,4556,Residential
71786554,c8y_lwm2m,BUDERIM,4556,Residential
71778968,c8y_lwm2m,BUDERIM,4556,Residential
22723589,c8y_lwm2m,MOUNT COOLUM,4573,Residential
65087778,captis_pulse,BUDERIM,4556,Non-Residential
21892943,captis_pulse,MAROOCHYDORE,4558,Non-Residential
22038410,captis_pulse,MAROOCHYDORE,4558,Non-Residential
21892717,captis_pulse,MAROOCHYDORE,4558,Non-Residential
29531133,c8y_lwm2m,BLI BLI,4560,Residential
29531179,c8y_lwm2m,BLI BLI,4560,Residential
65090111,captis_pulse,BUDERIM,4556,Residential
22724231,c8y_lwm2m,BUDERIM,4556,Residential
64628071,captis_pulse,MAROOCHYDORE,4558,Residential
2517,captis_pulse,BUDERIM,4556,Residential
2506,captis_pulse,BUDERIM,4556,Residential
2298,captis_pulse,BUDERIM,4556,Residential
2408,captis_pulse,BUDERIM,4556,Residential
2184,captis_pulse,BUDERIM,4556,Residential
2364,captis_pulse,BUDERIM,4556,Residential
2385,captis_pulse,BUDERIM,4556,Residential
22724152,c8y_lwm2m,BUDERIM,4556,Residential
61144944,captis_pulse,BUDERIM,4556,Residential
22724101,c8y_lwm2m,BUDERIM,4556,Residential
22723631,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22723846,c8y_lwm2m,MAROOCHYDORE,4558,Residential
61162029,captis_pulse,BUDERIM,4556,Residential
65437836,captis_pulse,BUDERIM,4556,Residential
64632471,captis_pulse,BUDERIM,4556,Residential
22723690,c8y_lwm2m,KULUIN,4558,Residential
22723838,c8y_lwm2m,KULUIN,4558,Residential
71786792,c8y_lwm2m,BUDERIM,4556,Residential
81967337,captis_pulse,MAROOCHYDORE,4558,Residential
65063933,captis_pulse,MAROOCHYDORE,4558,Non-Residential
65063934,captis_pulse,MAROOCHYDORE,4558,Non-Residential
22724115,c8y_lwm2m,BUDERIM,4556,Residential
22723519,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22724045,c8y_lwm2m,BUDERIM,4556,Residential
22723787,c8y_lwm2m,BUDERIM,4556,Residential
71786607,c8y_lwm2m,BUDERIM,4556,Residential
25163796,captis_pulse,MAROOCHYDORE,4558,Non-Residential
29531122,c8y_lwm2m,BUDERIM,4556,Residential
29531091,c8y_lwm2m,BUDERIM,4556,Residential
22723590,c8y_lwm2m,BUDERIM,4556,Non-Residential
22723400,c8y_lwm2m,MAROOCHYDORE,4558,Residential
26934829,captis_pulse,MAROOCHYDORE,4558,Non-Residential
26934771,captis_pulse,MAROOCHYDORE,4558,Non-Residential
65438080,captis_pulse,BUDERIM,4556,Non-Residential
22724208,c8y_lwm2m,BUDERIM,4556,Residential
22723357,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22723253,c8y_lwm2m,MAROOCHYDORE,4558,Residential
46059200,captis_pulse,MAROOCHYDORE,4558,Residential
22723929,c8y_lwm2m,KULUIN,4558,Residential
22723629,c8y_lwm2m,KULUIN,4558,Residential
22723738,c8y_lwm2m,KULUIN,4558,Residential
22723435,c8y_lwm2m,KULUIN,4558,Residential
22723369,c8y_lwm2m,KULUIN,4558,Residential
22723434,c8y_lwm2m,KULUIN,4558,Residential
22723384,c8y_lwm2m,KULUIN,4558,Residential
22723438,c8y_lwm2m,KULUIN,4558,Residential
574464,captis_pulse,KULUIN,4558,Residential
22723222,c8y_lwm2m,KULUIN,4558,Residential
81963465,captis_pulse,KULUIN,4558,Residential
612731,captis_pulse,KULUIN,4558,Residential
81963606,captis_pulse,KULUIN,4558,Residential
583492,captis_pulse,KULUIN,4558,Residential
586352,captis_pulse,KULUIN,4558,Residential
22723371,c8y_lwm2m,KULUIN,4558,Residential
22723366,c8y_lwm2m,MAROOCHYDORE,4558,Non-Residential
22723202,c8y_lwm2m,KULUIN,4558,Residential
22723535,c8y_lwm2m,KULUIN,4558,Residential
22723333,c8y_lwm2m,KULUIN,4558,Residential
22723335,c8y_lwm2m,KULUIN,4558,Residential
22723467,c8y_lwm2m,KULUIN,4558,Residential
22723266,c8y_lwm2m,KULUIN,4558,Residential
22723337,c8y_lwm2m,KULUIN,4558,Residential
22723365,c8y_lwm2m,KULUIN,4558,Residential
602993,captis_pulse,KULUIN,4558,Residential
22723380,c8y_lwm2m,KULUIN,4558,Residential
22723437,c8y_lwm2m,KULUIN,4558,Residential
22723439,c8y_lwm2m,KULUIN,4558,Residential
22724087,c8y_lwm2m,BUDERIM,4556,Residential
29531137,c8y_lwm2m,BLI BLI,4560,Residential
65104452,captis_pulse,MAROOCHYDORE,4558,Residential
22723845,c8y_lwm2m,KULUIN,4558,Residential
22723712,c8y_lwm2m,KULUIN,4558,Residential
22723714,c8y_lwm2m,KULUIN,4558,Residential
22723112,c8y_lwm2m,KULUIN,4558,Residential
22723710,c8y_lwm2m,KULUIN,4558,Residential
22723110,c8y_lwm2m,KULUIN,4558,Residential
22723111,c8y_lwm2m,KULUIN,4558,Residential
64280361,captis_pulse,BUDERIM,4556,Non-Residential
71786722,c8y_lwm2m,BUDERIM,4556,Residential
71786530,c8y_lwm2m,BUDERIM,4556,Residential
71786715,c8y_lwm2m,BUDERIM,4556,Residential
22722918,c8y_lwm2m,KULUIN,4558,Residential
9394112,captis_pulse,KULUIN,4558,Residential
274819,captis_pulse,#N/A,#N/A,#N/A
22722955,c8y_lwm2m,KULUIN,4558,Residential
22722958,c8y_lwm2m,KULUIN,4558,Residential
65091948,captis_pulse,MAROOCHYDORE,4558,Non-Residential
29531142,c8y_lwm2m,BLI BLI,4560,Residential
29531178,c8y_lwm2m,BLI BLI,4560,Residential
71786794,c8y_lwm2m,BUDERIM,4556,Residential
71786551,c8y_lwm2m,BUDERIM,4556,Residential
71786797,c8y_lwm2m,BUDERIM,4556,Residential
65090110,captis_pulse,BUDERIM,4556,Residential
77759548,c8y_lwm2m,BUDERIM,4556,Residential
77759536,c8y_lwm2m,BUDERIM,4556,Residential
81967364,captis_pulse,MAROOCHYDORE,4558,Residential
71786710,c8y_lwm2m,BUDERIM,4556,Residential
71786717,c8y_lwm2m,BUDERIM,4556,Residential
22723120,c8y_lwm2m,KULUIN,4558,Residential
22723602,c8y_lwm2m,KULUIN,4558,Residential
22723625,c8y_lwm2m,KULUIN,4558,Residential
22723769,c8y_lwm2m,KULUIN,4558,Residential
22723607,c8y_lwm2m,KULUIN,4558,Residential
22723930,c8y_lwm2m,KULUIN,4558,Residential
22724286,c8y_lwm2m,BUDERIM,4556,Residential
64631110,captis_pulse,MAROOCHYDORE,4558,Residential
71778966,c8y_lwm2m,BUDERIM,4556,Residential
65084735,captis_pulse,MAROOCHYDORE,4558,Residential
29531117,c8y_lwm2m,BUDERIM,4556,Residential
29531060,c8y_lwm2m,BUDERIM,4556,Residential
71786652,c8y_lwm2m,BUDERIM,4556,Residential
81985221,captis_pulse,BUDERIM,4556,Residential
22723367,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22723328,c8y_lwm2m,MAROOCHYDORE,4558,Residential
71786630,c8y_lwm2m,BUDERIM,4556,Residential
71786771,c8y_lwm2m,BUDERIM,4556,Residential
71786704,c8y_lwm2m,BUDERIM,4556,Residential
71786586,c8y_lwm2m,BUDERIM,4556,Residential
71786587,c8y_lwm2m,BUDERIM,4556,Residential
71786585,c8y_lwm2m,BUDERIM,4556,Residential
81968489,captis_pulse,MAROOCHYDORE,4558,Residential
64628265,captis_pulse,MAROOCHYDORE,4558,Residential
22723619,c8y_lwm2m,KULUIN,4558,Residential
60195138,captis_pulse,BUDERIM,4556,Residential
61275333,captis_pulse,BUDERIM,4556,Residential
22724216,c8y_lwm2m,BUDERIM,4556,Residential
22724255,c8y_lwm2m,BUDERIM,4556,Residential
22723520,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22723518,c8y_lwm2m,MAROOCHYDORE,4558,Residential
82440924,captis_pulse,MAROOCHYDORE,4558,Residential
88144457,captis_pulse,MAROOCHYDORE,4558,Residential
65027565,captis_pulse,MAROOCHYDORE,4558,Non-Residential
65438040,captis_pulse,MAROOCHYDORE,4558,Non-Residential
22723332,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22723338,c8y_lwm2m,MAROOCHYDORE,4558,Residential
71778957,c8y_lwm2m,BUDERIM,4556,Residential
22540242,c8y_lwm2m,BUDERIM,4556,Residential
22722985,c8y_lwm2m,BUDERIM,4556,Residential
71778975,c8y_lwm2m,BUDERIM,4556,Residential
29531046,c8y_lwm2m,BUDERIM,4556,Residential
77759537,c8y_lwm2m,BUDERIM,4556,Residential
22722683,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22673037,c8y_lwm2m,BUDERIM,4556,Residential
22723301,c8y_lwm2m,KULUIN,4558,Residential
22723300,c8y_lwm2m,KULUIN,4558,Residential
81963294,captis_pulse,MAROOCHYDORE,4558,Residential
71786568,c8y_lwm2m,BUDERIM,4556,Residential
71786660,c8y_lwm2m,BUDERIM,4556,Residential
71786574,c8y_lwm2m,BUDERIM,4556,Residential
71786637,c8y_lwm2m,BUDERIM,4556,Residential
65087788,captis_pulse,BUDERIM,4556,Residential
81969213,captis_pulse,MAROOCHYDORE,4558,Non-Residential
27446203,captis_pulse,MAROOCHYDORE,4558,Non-Residential
27446304,captis_pulse,MAROOCHYDORE,4558,Non-Residential
46056632,captis_pulse,MAROOCHYDORE,4558,Residential
64628312,captis_pulse,MAROOCHYDORE,4558,Residential
81970809,captis_pulse,MAROOCHYDORE,4558,Residential
81968801,captis_pulse,MAROOCHYDORE,4558,Residential
81970730,captis_pulse,MAROOCHYDORE,4558,Non-Residential
65044438,captis_pulse,MAROOCHYDORE,4558,Non-Residential
46054156,captis_pulse,MAROOCHYDORE,4558,Residential
22722669,c8y_lwm2m,KULUIN,4558,Residential
81974833,captis_pulse,MAROOCHYDORE,4558,Residential
22723171,c8y_lwm2m,BUDERIM,4556,Residential
22723672,c8y_lwm2m,BUDERIM,4556,Residential
71778964,c8y_lwm2m,BUDERIM,4556,Residential
71786745,c8y_lwm2m,BUDERIM,4556,Residential
71786746,c8y_lwm2m,BUDERIM,4556,Residential
71786709,c8y_lwm2m,BUDERIM,4556,Residential
71786575,c8y_lwm2m,BUDERIM,4556,Residential
71786784,c8y_lwm2m,BUDERIM,4556,Residential
22724283,c8y_lwm2m,BUDERIM,4556,Residential
71786663,c8y_lwm2m,BUDERIM,4556,Residential
64628075,captis_pulse,MAROOCHYDORE,4558,Residential
